,S_1_ID,S_1_lat,S_1_lon,ID_t,lat_t,lon_t,order_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
1018,327,50.115868,-112.724881,327,50.11615494674462,-112.72353384832562,327,115079678.18190922,327,48330.0,50.0,-112.75,498415313.3194774,48330,65759895.22172692,0.5714292589329166,0.1319379510708888,0.571429258932917,0.13193795107088896
1020,328,50.569168,-112.733531,328,50.568141969885815,-112.73712808317393,328,72773862.51837839,328,47368.0,50.5,-112.75,493269764.5568024,47368,72363902.26791097,0.9943666553309042,0.14670248911957773,0.9943666553309043,0.14670248911957776
1021,328,50.569168,-112.733531,328,50.568141969885815,-112.73712808317393,328,72773862.51837839,328,46887.0,50.75,-112.75,490682360.64753515,46887,409960.25046741107,0.0056333446690957105,0.0008354900916478878,0.005633344669095711,0.0008567272744337977
1024,329,50.895388,-112.731319,329,50.88268484297684,-112.73444287486008,329,266111132.0044751,329,46406.0,51.0,-112.75,488085265.9844974,46406,132441668.88045496,0.4976930798905013,0.2713494508245647,0.4976930798905011,0.341301317399934
1025,329,50.895388,-112.731319,329,50.88268484297684,-112.73444287486008,329,266111132.0044751,329,46407.0,51.0,-112.5,488085265.9845351,46407,1112089.6982036417,0.00417904237912505,0.0022784742251139335,0.004179042379125048,1.0
1022,329,50.895388,-112.731319,329,50.88268484297684,-112.73444287486008,329,266111132.0044751,329,46887.0,50.75,-112.75,490682360.64753515,46887,132557373.42581663,0.49812787773037415,0.2701490496843735,0.4981278777303739,0.27701592315772733
1026,330,50.747314,-112.675412,330,50.7484703937009,-112.67573030308624,330,54614751.15912536,330,46887.0,50.75,-112.75,490682360.64753515,46887,53774614.913028724,0.9846170452438973,0.10959149793374348,0.984617045243897,0.11237718587506912
1027,330,50.747314,-112.675412,330,50.7484703937009,-112.67573030308624,330,54614751.15912536,330,46888.0,50.75,-112.5,490682360.64757305,46888,840136.2460966503,0.015382954756103018,0.0017121794331222523,0.015382954756103014,0.004103990933452781
1030,331,49.897757,-112.678715,331,49.89779420466029,-112.69015611917104,331,86440340.83353694,331,48331.0,50.0,-112.5,498415313.3195158,48331,13084099.063919792,0.1513656579526518,0.026251398611286357,0.15136565795265175,0.02625139861128635
1029,331,49.897757,-112.678715,331,49.89779420466029,-112.69015611917104,331,86440340.83353694,331,48330.0,50.0,-112.75,498415313.3194774,48330,61555851.397996955,0.712119489632029,0.12350313032725882,0.7121194896320286,0.12350313032725899
1028,331,49.897757,-112.678715,331,49.89779420466029,-112.69015611917104,331,86440340.83353694,331,48811.0,49.75,-112.75,500973365.38724244,48811,11267335.296775702,0.13034811279231126,0.022490886891893498,0.1303481127923112,0.02249038621425097
1031,331,49.897757,-112.678715,331,49.89779420466029,-112.69015611917104,331,86440340.83353694,331,48812.0,49.75,-112.5,500973365.3872811,48812,533055.0748445268,0.006166739623008442,0.0010640387527038383,0.006166739623008439,0.0010640269212380607
1034,332,49.861848,-112.721705,332,49.85486782384026,-112.71154538245315,332,70125126.74125496,332,48331.0,50.0,-112.5,498415313.3195158,48331,1876437.4769234424,0.02675841833194898,0.0037648070329663547,0.02675841833194901,0.003764807032966354
1033,332,49.861848,-112.721705,332,49.85486782384026,-112.71154538245315,332,70125126.74125496,332,48330.0,50.0,-112.75,498415313.3194774,48330,11632075.10364069,0.1658759940151022,0.02333811741491315,0.16587599401510236,0.023338117414913182
1035,332,49.861848,-112.721705,332,49.85486782384026,-112.71154538245315,332,70125126.74125496,332,48812.0,49.75,-112.5,500973365.3872811,48812,4754178.421643703,0.0677956481873536,0.009489882596789255,0.06779564818735367,0.009489777075048726
1032,332,49.861848,-112.721705,332,49.85486782384026,-112.71154538245315,332,70125126.74125496,332,48811.0,49.75,-112.75,500973365.38724244,48811,51862435.73904705,0.7395699394655942,0.10352333940739229,0.739569939465595,0.10352103483746714
1037,333,50.000864,-112.69655,333,49.997791046055966,-112.68817228919703,333,171972292.07666513,333,48331.0,50.0,-112.5,498415313.3195158,48331,39694875.27134008,0.23082134215925976,0.07964216630297061,0.23082134215926012,0.0796421663029706
1036,333,50.000864,-112.69655,333,49.997791046055966,-112.68817228919703,333,171972292.07666513,333,48330.0,50.0,-112.75,498415313.3194774,48330,132277416.8053248,0.7691786578407387,0.2653959725361343,0.7691786578407399,0.2653959725361346
1040,334,49.959937,-112.760343,334,49.95946958542307,-112.77068311479987,334,94284611.39445557,334,48331.0,50.0,-112.5,498415313.3195158,48331,15566350.349247323,0.1650995864438882,0.031231685570760757,0.16509958644388842,0.03123168557076075
1038,334,49.959937,-112.760343,334,49.95946958542307,-112.77068311479987,334,94284611.39445557,334,48329.0,50.0,-113.0,498415313.3194773,48329,24780523.73059385,0.2628268109089441,0.04971862434473372,0.26282681090894444,0.04971862434473373
1039,334,49.959937,-112.760343,334,49.95946958542307,-112.77068311479987,334,94284611.39445557,334,48330.0,50.0,-112.75,498415313.3194774,48330,53937737.314614266,0.5720736026471663,0.10821845933140685,0.5720736026471671,0.10821845933140699
1041,335,50.486767,-112.5755,335,50.49755688675447,-112.57880106265925,335,135256090.6695892,335,47369.0,50.5,-112.5,493269764.5568404,47369,111018664.40483691,0.8208034392775645,0.22506683438133987,0.8208034392775643,0.2250643349521349
1042,335,50.486767,-112.5755,335,50.49755688675447,-112.57880106265925,335,135256090.6695892,335,47368.0,50.5,-112.75,493269764.5568024,47368,24237426.264752306,0.17919656072243567,0.04913624958653076,0.17919656072243564,0.049136249586530775
1045,336,50.423391,-112.655252,336,50.42090639719964,-112.6504923572005,336,166402882.39101198,336,47368.0,50.5,-112.75,493269764.5568024,47368,104069265.80362199,0.6254054275278776,0.21097840022107806,0.6254054275278786,0.2109784002210781
1043,336,50.423391,-112.655252,336,50.42090639719964,-112.6504923572005,336,166402882.39101198,336,47849.0,50.25,-112.75,495847430.95242256,47849,7469778.759655073,0.04488971977121559,0.015064671698121215,0.04488971977121566,0.015063498198226142
1046,336,50.423391,-112.655252,336,50.42090639719964,-112.6504923572005,336,166402882.39101198,336,47850.0,50.25,-112.5,495847430.9524609,47850,10816965.012336183,0.06500467333804097,0.021815107505060875,0.06500467333804107,0.02181462271850054
1044,336,50.423391,-112.655252,336,50.42090639719964,-112.6504923572005,336,166402882.39101198,336,47369.0,50.5,-112.5,493269764.5568404,47369,44046872.81539849,0.26470017936286433,0.08929570790735722,0.2647001793628647,0.08929471625391865
1047,337,49.710243,-112.66379,337,49.70740036601812,-112.67213337993267,337,159475783.85343727,337,48811.0,49.75,-112.75,500973365.38724244,48811,124114897.81715225,0.7782679904004568,0.24774749795573245,0.7782679904004561,0.2477419827604529
1048,337,49.710243,-112.66379,337,49.70740036601812,-112.67213337993267,337,159475783.85343727,337,48812.0,49.75,-112.5,500973365.3872811,48812,35360886.03628519,0.2217320095995442,0.07058436332029189,0.221732009599544,0.07058357846496878
1050,338,49.783451,-112.657931,338,49.78326412607531,-112.67227250647262,338,154451124.4889449,338,48812.0,49.75,-112.5,500973365.3872811,48812,45517993.89248465,0.29470807702499235,0.09085910956023906,0.2947080770249925,0.09085809926203083
1049,338,49.783451,-112.657931,338,49.78326412607531,-112.67227250647262,338,154451124.4889449,338,48811.0,49.75,-112.75,500973365.38724244,48811,108933130.59646015,0.7052919229750071,0.21744295829431373,0.7052919229750075,0.21743811771918362
1051,339,49.901244,-112.485933,339,49.90157736776828,-112.48527302090882,339,10848598.463376997,339,48331.0,50.0,-112.5,498415313.3195158,48331,10848598.463376997,1.0,0.02176618208442235,1.0,0.021766182084422346
1052,340,49.855403,-112.552129,340,49.857406385794555,-112.54833749703673,340,62295651.913803495,340,48811.0,49.75,-112.75,500973365.38724244,48811,177836.74048067915,0.002854721557882501,0.0003549824257487519,0.0028547215578825025,0.0003549745233585564
1055,340,49.855403,-112.552129,340,49.857406385794555,-112.54833749703673,340,62295651.913803495,340,48812.0,49.75,-112.5,500973365.3872811,48812,49666464.45286021,0.7972701613522258,0.0991399301527042,0.7972701613522262,0.09913882777679184
1054,340,49.855403,-112.552129,340,49.857406385794555,-112.54833749703673,340,62295651.913803495,340,48331.0,50.0,-112.5,498415313.3195158,48331,12451350.720462583,0.19987511708989128,0.02498187834064496,0.19987511708989136,0.024981878340644952
1058,341,49.714403,-112.534647,341,49.68794016873056,-112.54532228192187,341,167598058.0853056,341,49292.0,49.5,-112.75,503521541.1307601,49292,898521.5667849903,0.005361169318129286,0.0017844749298454585,0.005361169318129279,0.002755489676926846
1057,341,49.714403,-112.534647,341,49.68794016873056,-112.54532228192187,341,167598058.0853056,341,48812.0,49.75,-112.5,500973365.3872811,48812,146413976.95960772,0.8736018700472328,0.29225900432136015,0.8736018700472317,0.29225575457843583
1059,341,49.714403,-112.534647,341,49.68794016873056,-112.54532228192187,341,167598058.0853056,341,49293.0,49.5,-112.5,503521541.13079906,49293,14109720.293926824,0.08418785071331274,0.028022078781852082,0.08418785071331263,0.11938523768029546
1056,341,49.714403,-112.534647,341,49.68794016873056,-112.54532228192187,341,167598058.0853056,341,48811.0,49.75,-112.75,500973365.38724244,48811,6175839.264986312,0.03684910992132663,0.012327679856218526,0.03684910992132658,0.012327405425347127
1062,342,49.669909,-112.429764,342,49.665507223711685,-112.42641671669055,342,169468976.21876845,342,49293.0,49.5,-112.5,503521541.13079906,49293,41008369.05608342,0.2419815707338993,0.0814431274657835,0.24198157073389934,0.3469802224746485
1060,342,49.669909,-112.429764,342,49.665507223711685,-112.42641671669055,342,169468976.21876845,342,48812.0,49.75,-112.5,500973365.3872811,48812,106343850.0629714,0.6275121997886595,0.21227445890414057,0.6275121997886596,0.2122720985408647
1063,342,49.669909,-112.429764,342,49.665507223711685,-112.42641671669055,342,169468976.21876845,342,49294.0,49.5,-112.25,503521541.13079906,49294,133939.7088781535,0.0007903494307137961,0.0002660059162063936,0.0007903494307137962,0.000706067585877674
1061,342,49.669909,-112.429764,342,49.665507223711685,-112.42641671669055,342,169468976.21876845,342,48813.0,49.75,-112.25,500973365.3872811,48813,21982817.39083546,0.12971588004672738,0.04388021182292093,0.1297158800467274,0.043880211822920935
1065,343,50.2351,-112.635143,343,50.234512672351414,-112.6252773768616,343,223644103.99913603,343,47850.0,50.25,-112.5,495847430.9524609,47850,107431622.69247422,0.48036867850041437,0.2166626586853773,0.4803686785004145,0.21665784389612938
1064,343,50.2351,-112.635143,343,50.234512672351414,-112.6252773768616,343,223644103.99913603,343,47849.0,50.25,-112.75,495847430.95242256,47849,116212481.30666175,0.5196313214995854,0.23437144987005598,0.5196313214995855,0.23435319292577322
1069,344,50.325835,-112.632394,344,50.323277912556435,-112.62338665656814,344,189703233.03898937,344,47850.0,50.25,-112.5,495847430.9524609,47850,95319197.75740846,0.5024648037380453,0.19223493318158813,0.5024648037380453,0.19223066123784402
1068,344,50.325835,-112.632394,344,50.323277912556435,-112.62338665656814,344,189703233.03898937,344,47368.0,50.5,-112.75,493269764.5568024,47368,2137379.030626372,0.011266961539801909,0.004333083404264164,0.011266961539801909,0.004333083404264165
1066,344,50.325835,-112.632394,344,50.323277912556435,-112.62338665656814,344,189703233.03898937,344,47849.0,50.25,-112.75,495847430.95242256,47849,92246656.25095455,0.4862682347221529,0.18603838699691838,0.4862682347221529,0.1860238950762184
1070,345,50.397522,-112.480471,345,50.396277743513004,-112.48379447392897,345,76062554.73982178,345,47369.0,50.5,-112.5,493269764.5568404,47369,53534056.156599425,0.7038161726189327,0.10852896326353,0.7038161726189299,0.10852775801949166
1071,345,50.397522,-112.480471,345,50.396277743513004,-112.48379447392897,345,76062554.73982178,345,47850.0,50.25,-112.5,495847430.9524609,47850,22528498.583222654,0.29618382738107124,0.045434335597843524,0.2961838273810701,0.04543332593262549
1072,346,50.286845,-112.449027,346,50.29208608808739,-112.45345374167954,346,34992782.72244504,346,47850.0,50.25,-112.5,495847430.9524609,47850,34992782.72244503,0.9999999999999998,0.07057167293420936,1.0,0.07057010465412773
1073,347,50.066695,-112.482712,347,50.059639579160866,-112.4915996824599,347,341084065.2301748,347,48330.0,50.0,-112.75,498415313.3194774,48330,21621644.89078927,0.06339095576393541,0.04338077966904298,0.06339095576393541,0.04338077966904304
1075,347,50.066695,-112.482712,347,50.059639579160866,-112.4915996824599,347,341084065.2301748,347,47849.0,50.25,-112.75,495847430.95242256,47849,8850203.845681466,0.025947280297920268,0.01784864313743043,0.025947280297920268,0.017847252773188268
1077,347,50.066695,-112.482712,347,50.059639579160866,-112.4915996824599,347,341084065.2301748,347,47851.0,50.25,-112.25,495847430.9524609,47851,6294419.726147544,0.018454159451570574,0.0126942670935226,0.018454159451570574,0.01269398527804301
1074,347,50.066695,-112.482712,347,50.059639579160866,-112.4915996824599,347,341084065.2301748,347,48331.0,50.0,-112.5,498415313.3195158,48331,254610841.53859955,0.7464753340698568,0.5108407280724496,0.7464753340698568,0.5108407280724495
1076,347,50.066695,-112.482712,347,50.059639579160866,-112.4915996824599,347,341084065.2301748,347,48332.0,50.0,-112.25,498415313.3195158,48332,17537338.322693147,0.051416469165331345,0.03518619483396691,0.051416469165331345,0.03518423728955649
1078,347,50.066695,-112.482712,347,50.059639579160866,-112.4915996824599,347,341084065.2301748,347,47850.0,50.25,-112.5,495847430.9524609,47850,32169616.90626379,0.09431580125138556,0.06487805501879879,0.09431580125138556,0.0648766132652284
1082,348,50.195136,-112.446818,348,50.18563742215861,-112.44058808369627,348,202007752.86451173,348,47850.0,50.25,-112.5,495847430.9524609,47850,158633775.71746212,0.7852855817066542,0.3199245691618216,0.7852855817066542,0.3199174596331881
1081,348,50.195136,-112.446818,348,50.18563742215861,-112.44058808369627,348,202007752.86451173,348,47851.0,50.25,-112.25,495847430.9524609,47851,31296908.505581204,0.15492924435713268,0.06311802089094978,0.15492924435713268,0.06311661965721198
1079,348,50.195136,-112.446818,348,50.18563742215861,-112.44058808369627,348,202007752.86451173,348,48331.0,50.0,-112.5,498415313.3195158,48331,12077068.6414684,0.05978517393621318,0.024230934160175438,0.05978517393621318,0.02423093416017543
1084,349,49.579409,-112.321564,349,49.57568640123943,-112.32294774006549,349,81775806.30605896,349,48813.0,49.75,-112.25,500973365.3872811,48813,14653878.350401051,0.1791957672120845,0.02925081324248199,0.17919576721208438,0.029250813242481993
1085,349,49.579409,-112.321564,349,49.57568640123943,-112.32294774006549,349,81775806.30605896,349,49293.0,49.5,-112.5,503521541.13079906,49293,14900373.825180896,0.18221005084821637,0.029592326460786408,0.18221005084821626,0.12607511939199467
1086,349,49.579409,-112.321564,349,49.57568640123943,-112.32294774006549,349,81775806.30605896,349,49294.0,49.5,-112.25,503521541.13079906,49294,52221554.13047707,0.6385941819396999,0.10371265152469725,0.6385941819396994,0.27528764221243046
1090,350,49.593696,-112.224374,350,49.59226254721819,-112.22731689543849,350,166370433.97376764,350,49295.0,49.5,-112.0,503521541.13079906,49295,13017816.420078598,0.07824597261152288,0.025853544201591524,0.078245972611523,0.19549469164606845
1089,350,49.593696,-112.224374,350,49.59226254721819,-112.22731689543849,350,166370433.97376764,350,49294.0,49.5,-112.25,503521541.13079906,49294,127463551.3019244,0.7661430475202231,0.2531441872688687,0.7661430475202242,0.6719283079599412
1087,350,49.593696,-112.224374,350,49.59226254721819,-112.22731689543849,350,166370433.97376764,350,48813.0,49.75,-112.25,500973365.3872811,48813,25889066.251764387,0.1556109798682525,0.05167753026500851,0.15561097986825273,0.051677530265008514
1092,351,49.849868,-112.393292,351,49.852870948577305,-112.39588840499249,351,124530642.34230603,351,48812.0,49.75,-112.5,500973365.3872811,48812,54049677.62576723,0.43402713267307436,0.10788932378467612,0.43402713267307524,0.10788812412081156
1093,351,49.849868,-112.393292,351,49.852870948577305,-112.39588840499249,351,124530642.34230603,351,48813.0,49.75,-112.25,500973365.3872811,48813,40276845.91229959,0.323429199068835,0.08039718015979408,0.32342919906883566,0.0803971801597941
1091,351,49.849868,-112.393292,351,49.852870948577305,-112.39588840499249,351,124530642.34230603,351,48331.0,50.0,-112.5,498415313.3195158,48331,30204118.804238968,0.2425436682580887,0.06060030259318339,0.24254366825808918,0.06060030259318338
1095,352,49.769496,-112.360201,352,49.764276144518725,-112.36079243144398,352,146414248.5045884,352,48812.0,49.75,-112.5,500973365.3872811,48812,57206094.90666126,0.39071398781839534,0.11418989283479705,0.3907139878183952,0.11418862311242484
1096,352,49.769496,-112.360201,352,49.764276144518725,-112.36079243144398,352,146414248.5045884,352,48813.0,49.75,-112.25,500973365.3872811,48813,89208153.59792717,0.6092860121816048,0.17806965352132872,0.6092860121816047,0.17806965352132875
1097,353,50.579154,-112.439079,353,50.58844793697294,-112.4580543899888,353,480104219.2595653,353,47369.0,50.5,-112.5,493269764.5568404,47369,208210732.16982776,0.4336781969776024,0.42210317179462,0.4336781969776015,0.42209848422260166
1102,353,50.579154,-112.439079,353,50.58844793697294,-112.4580543899888,353,480104219.2595653,353,46889.0,50.75,-112.25,490682360.64757305,46889,2650881.5845422973,0.005521471126895294,0.00540243912791938,0.0055214711268952825,1.0
1099,353,50.579154,-112.439079,353,50.58844793697294,-112.4580543899888,353,480104219.2595653,353,46887.0,50.75,-112.75,490682360.64753515,46887,9597484.143635293,0.019990418243849,0.019559464356880187,0.019990418243848958,0.020056643107285544
1100,353,50.579154,-112.439079,353,50.58844793697294,-112.4580543899888,353,480104219.2595653,353,46888.0,50.75,-112.5,490682360.64757305,46888,159792031.21255773,0.332827800303432,0.32565269108446004,0.33282780030343134,0.7805698782562686
1101,353,50.579154,-112.439079,353,50.58844793697294,-112.4580543899888,353,480104219.2595653,353,47370.0,50.5,-112.25,493269764.5568404,47370,99853090.14900313,0.20798211334822325,0.202430996837425,0.20798211334822284,0.2893902169353761
1103,354,50.502779,-112.259639,354,50.50231192147206,-112.26042956099207,354,83627137.48089106,354,47370.0,50.5,-112.25,493269764.5568404,47370,83627137.48089106,1.0,0.16953631357483,1.0,0.2423648123574991
1105,355,50.461926,-112.164043,355,50.45788916216926,-112.1615032112628,355,88025644.15832335,355,47370.0,50.5,-112.25,493269764.5568404,47370,71164218.06699893,0.808448705459089,0.14427038342991433,0.808448705459089,0.20624527967751463
1104,355,50.461926,-112.164043,355,50.45788916216926,-112.1615032112628,355,88025644.15832335,355,47371.0,50.5,-112.0,493269764.5568404,47371,16861426.091324423,0.19155129454091105,0.03418297106953826,0.19155129454091105,0.06657899943558435
1107,356,50.445832,-112.083174,356,50.450311366786,-112.07446125962977,356,60074287.20606614,356,47370.0,50.5,-112.25,493269764.5568404,47370,5316144.986876302,0.08849285166948252,0.010777358291263589,0.08849285166948254,0.015407037966640273
1106,356,50.445832,-112.083174,356,50.450311366786,-112.07446125962977,356,60074287.20606614,356,47371.0,50.5,-112.0,493269764.5568404,47371,54758142.21918983,0.9115071483305174,0.11101053856075126,0.9115071483305175,0.2162179106416688
1109,357,49.90356,-112.286069,357,49.90175041221162,-112.29793668463539,357,121759124.7940883,357,48812.0,49.75,-112.5,500973365.3872811,48812,1132758.5361675222,0.009303274297373402,0.002261115289615916,0.009303274297373394,0.0022610901473848646
1108,357,49.90356,-112.286069,357,49.90175041221162,-112.29793668463539,357,121759124.7940883,357,48331.0,50.0,-112.5,498415313.3195158,48331,10143418.590508018,0.08330725608993951,0.02035133817007232,0.08330725608993944,0.020351338170072317
1111,357,49.90356,-112.286069,357,49.90175041221162,-112.29793668463539,357,121759124.7940883,357,48332.0,50.0,-112.25,498415313.3195158,48332,95717623.6090117,0.7861227958962712,0.19204390605802,0.7861227958962705,0.19203322191110855
1110,357,49.90356,-112.286069,357,49.90175041221162,-112.29793668463539,357,121759124.7940883,357,48813.0,49.75,-112.25,500973365.3872811,48813,14765324.058401164,0.12126667371641665,0.029473271591967214,0.12126667371641654,0.029473271591967217
1113,358,49.799534,-112.218507,358,49.8016569019169,-112.2131964747256,358,165341732.91027966,358,48814.0,49.75,-112.0,500973365.3872812,48814,2423327.2798652397,0.014656476844719076,0.004837237760118981,0.014656476844719086,0.004888436609267056
1114,358,49.799534,-112.218507,358,49.8016569019169,-112.2131964747256,358,165341732.91027966,358,48332.0,50.0,-112.25,498415313.3195158,48332,8831108.145885324,0.053411247060519196,0.01771837242934794,0.05341124706051923,0.017717386687608187
1112,358,49.799534,-112.218507,358,49.8016569019169,-112.2131964747256,358,165341732.91027966,358,48813.0,49.75,-112.25,500973365.3872811,48813,154087297.484529,0.931932276094761,0.30757582763987995,0.9319322760947617,0.30757582763988
1116,359,50.320919,-112.168386,359,50.320894588352324,-112.16933493437377,359,9467753.595131023,359,47851.0,50.25,-112.25,495847430.9524609,47851,9467753.595131023,1.0,0.019094086213060846,1.0,0.01909366232021033
1120,360,50.378603,-112.320467,360,50.36733690467028,-112.30824452785117,360,181686392.99548614,360,47370.0,50.5,-112.25,493269764.5568404,47370,43674005.71359256,0.24038126902919807,0.08853979881136606,0.2403812690291983,0.12657424992089322
1117,360,50.378603,-112.320467,360,50.36733690467028,-112.30824452785117,360,181686392.99548614,360,47369.0,50.5,-112.5,493269764.5568404,47369,34501136.47392343,0.18989389301586598,0.06994374874146132,0.18989389301586615,0.06994297199686103
1118,360,50.378603,-112.320467,360,50.36733690467028,-112.30824452785117,360,181686392.99548614,360,47851.0,50.25,-112.25,495847430.9524609,47851,103511250.80796997,0.569724837954935,0.20875625110961613,0.5697248379549356,0.2087516166756161
1121,361,49.990972,-112.283157,361,49.989336489095415,-112.28475357641243,361,132020481.11627315,361,48331.0,50.0,-112.5,498415313.3195158,48331,5502232.134100689,0.04167711015425523,0.0110394524146039,0.041677110154255056,0.011039452414603898
1122,361,49.990972,-112.283157,361,49.989336489095415,-112.28475357641243,361,132020481.11627315,361,48332.0,50.0,-112.25,498415313.3195158,48332,126518248.98217301,0.958322889845749,0.2538410149149386,0.958322889845745,0.2538268927553181
1123,362,49.92245,-112.166943,362,49.92190696164294,-112.16675312325819,362,10666578.355911633,362,48332.0,50.0,-112.25,498415313.3195158,48332,10666578.355911633,1.0,0.021400984421748055,1.0,0.0213997938020283
1127,363,50.386915,-112.072912,363,50.3809915479387,-112.08065802518453,363,67213321.07214203,363,47370.0,50.5,-112.25,493269764.5568404,47370,3538179.4126774226,0.05264104430846068,0.007172909565734616,0.05264104430846066,0.01025420952183945
1124,363,50.386915,-112.072912,363,50.3809915479387,-112.08065802518453,363,67213321.07214203,363,47851.0,50.25,-112.25,495847430.9524609,47851,9153382.666378116,0.13618405578491682,0.0184600788367414,0.13618405578491677,0.018459669018991993
1126,363,50.386915,-112.072912,363,50.3809915479387,-112.08065802518453,363,67213321.07214203,363,47371.0,50.5,-112.0,493269764.5568404,47371,33156562.07011251,0.4933034336232932,0.06721790884527612,0.493303433623293,0.13092194666071347
1125,363,50.386915,-112.072912,363,50.3809915479387,-112.08065802518453,363,67213321.07214203,363,47852.0,50.25,-112.0,495847430.9524609,47852,21365196.92297402,0.31787146628332985,0.04308824769331596,0.3178714662833297,0.04496162209754222
1128,364,50.383013,-112.215174,364,50.38057517172751,-112.21045664149474,364,59565598.11449467,364,47851.0,50.25,-112.25,495847430.9524609,47851,23763029.048453826,0.3989388136886909,0.04792407415080889,0.39893881368869055,0.04792301022598037
1129,364,50.383013,-112.215174,364,50.38057517172751,-112.21045664149474,364,59565598.11449467,364,47370.0,50.5,-112.25,493269764.5568404,47370,35802569.06604089,0.6010611863113099,0.0725821277495213,0.6010611863113093,0.10376156825396748
1133,365,50.304354,-112.324461,365,50.29539864953145,-112.32310679346776,365,198553884.947137,365,47370.0,50.5,-112.25,493269764.5568404,47370,2071185.0530962402,0.010431349926231223,0.004198889131096487,0.010431349926231197,0.006002625366269781
1131,365,50.304354,-112.324461,365,50.29539864953145,-112.32310679346776,365,198553884.947137,365,47851.0,50.25,-112.25,495847430.9524609,47851,135781869.4563189,0.6838540051355303,0.27383800132935837,0.6838540051355286,0.273831922066404
1132,365,50.304354,-112.324461,365,50.29539864953145,-112.32310679346776,365,198553884.947137,365,47850.0,50.25,-112.5,495847430.9524609,47850,33965990.782844834,0.1710668657623493,0.06850089092445315,0.1710668657623489,0.06849936866235641
1130,365,50.304354,-112.324461,365,50.29539864953145,-112.32310679346776,365,198553884.947137,365,47369.0,50.5,-112.5,493269764.5568404,47369,26734839.654877488,0.1346477791758916,0.05419922641902934,0.13464777917589127,0.05419862452168729
1136,366,49.682642,-112.171845,366,49.67940606817023,-112.17255249828361,366,160034880.1402029,366,49294.0,49.5,-112.25,503521541.13079906,49294,9879096.449033435,0.06173089541716521,0.01962000757077274,0.06173089541716527,0.05207798224175071
1134,366,49.682642,-112.171845,366,49.67940606817023,-112.17255249828361,366,160034880.1402029,366,48813.0,49.75,-112.25,500973365.3872811,48813,118989917.3878196,0.7435248945953236,0.23751745224186435,0.7435248945953242,0.23751745224186438
1135,366,49.682642,-112.171845,366,49.67940606817023,-112.17255249828361,366,160034880.1402029,366,48814.0,49.75,-112.0,500973365.3872812,48814,27984490.356684595,0.17486494401825414,0.055860235873120674,0.1748649440182543,0.05645147821672081
1137,366,49.682642,-112.171845,366,49.67940606817023,-112.17255249828361,366,160034880.1402029,366,49295.0,49.5,-112.0,503521541.13079906,49295,3181375.9466651194,0.01987926596925613,0.006318251925271054,0.019879265969256148,0.047776223725527193
1139,367,49.674364,-112.057174,367,49.66778637552689,-112.05446093862466,367,99303378.40580854,367,49295.0,49.5,-112.0,503521541.13079906,49295,20258542.158553645,0.2040065754436474,0.040233714953003596,0.2040065754436472,0.304232086602233
1138,367,49.674364,-112.057174,367,49.66778637552689,-112.05446093862466,367,99303378.40580854,367,48814.0,49.75,-112.0,500973365.3872812,48814,79044836.24725498,0.7959934245563535,0.1577825124218905,0.7959934245563528,0.15945253226633455
1141,368,50.05688,-112.222497,368,50.05776143988527,-112.22981940920972,368,156283304.65447044,368,48332.0,50.0,-112.25,498415313.3195158,48332,151078284.65745264,0.9666949709789816,0.3031172610874455,0.9666949709789818,0.3031003974992415
1140,368,50.05688,-112.222497,368,50.05776143988527,-112.22981940920972,368,156283304.65447044,368,48331.0,50.0,-112.5,498415313.3195158,48331,0.0606778701410715,3.882556123011686e-10,1.217415848179872e-10,3.882556123011687e-10,1.2174158481798717e-10
1142,368,50.05688,-112.222497,368,50.05776143988527,-112.22981940920972,368,156283304.65447044,368,48333.0,50.0,-112.0,498415313.3195158,48333,5205019.93633989,0.033305028632762544,0.01044313807630373,0.03330502863276255,0.010443138076303739
1146,369,50.200181,-112.176327,369,50.19074843741045,-112.18195753827543,369,129867702.66335078,369,47852.0,50.25,-112.0,495847430.9524609,47852,21148446.038510583,0.16284607800703604,0.042651115481,0.16284607800703613,0.044505484417571954
1145,369,50.200181,-112.176327,369,50.19074843741045,-112.18195753827543,369,129867702.66335078,369,47851.0,50.25,-112.25,495847430.9524609,47851,107912735.49603386,0.8309435932332643,0.21763294263468705,0.8309435932332646,0.21762811113621208
1143,369,50.200181,-112.176327,369,50.19074843741045,-112.18195753827543,369,129867702.66335078,369,48332.0,50.0,-112.25,498415313.3195158,48332,806521.128806284,0.006210328759699295,0.0016181708451827861,0.006210328759699298,0.001618080820066173
1148,370,50.293516,-112.082284,370,50.30329978400184,-112.08364861717679,370,100193489.64929701,370,47852.0,50.25,-112.0,495847430.9524609,47852,81192171.5902455,0.8103537652440193,0.16374426188774538,0.8103537652440207,0.17086347247256123
1147,370,50.293516,-112.082284,370,50.30329978400184,-112.08364861717679,370,100193489.64929701,370,47851.0,50.25,-112.25,495847430.9524609,47851,19001318.059051327,0.18964623475597894,0.03832089645508937,0.18964623475597928,0.038320045722886144
1149,371,49.961904,-112.139634,371,49.96220152562863,-112.14272548325236,371,37709513.6618829,371,48332.0,50.0,-112.25,498415313.3195158,48332,28441913.397352718,0.7542370780056505,0.057064686090653176,0.7542370780056505,0.057061511360966814
