,S_1_ID,S_1_lat,S_1_lon,ID_t,lat_t,lon_t,order_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
344,112,51.015786,-114.459145,112,51.02517336325197,-114.4554122118498,112,239169013.9300661,112,46400.0,51.0,-114.25,488085265.9844974,46400,39710880.81718748,0.1660368965220515,0.08136054002181,0.1660368965220517,0.08136054002181008
345,113,50.976846,-114.356045,113,50.98212410669144,-114.34985150693159,113,74515677.56327862,113,46399.0,51.0,-114.5,488085265.98449737,46399,24219924.779134046,0.32503126283145606,0.049622323120696955,0.3250312628314562,0.049622323120696955
346,113,50.976846,-114.356045,113,50.98212410669144,-114.34985150693159,113,74515677.56327862,113,46400.0,51.0,-114.25,488085265.9844974,46400,50295752.784144536,0.6749687371685434,0.10304706224371467,0.6749687371685438,0.10304706224371477
348,114,50.32337,-114.332177,114,50.32321501399003,-114.33991745931975,114,86999002.92593199,114,47842.0,50.25,-114.5,495847430.9524226,47842,21554258.04579975,0.24775293188302763,0.043469536595961346,0.2477529318830273,0.04346953659596139
347,114,50.32337,-114.332177,114,50.32321501399003,-114.33991745931975,114,86999002.92593199,114,47843.0,50.25,-114.25,495847430.9524226,47843,65444744.88013235,0.7522470681169736,0.13198564880012836,0.7522470681169726,0.1319856488001283
349,115,50.551819,-114.352212,115,50.54925674197638,-114.3391683657635,115,96800181.82056105,115,47362.0,50.5,-114.25,493269764.55680233,47362,68387596.57820986,0.7064821087317819,0.1386413712984322,0.7064821087317812,0.13864137129843215
350,115,50.551819,-114.352212,115,50.54925674197638,-114.3391683657635,115,96800181.82056105,115,47361.0,50.5,-114.5,493269764.55680233,47361,28412585.242351282,0.29351789126821914,0.05760050034260602,0.29351789126821887,0.05760050034260603
352,116,50.482055,-114.326777,116,50.479752860117515,-114.33005774692545,116,67140595.45589115,116,47361.0,50.5,-114.5,493269764.55680233,47361,11797520.896316178,0.175713676892644,0.023916975545655278,0.1757136768926442,0.023916975545655285
351,116,50.482055,-114.326777,116,50.479752860117515,-114.33005774692545,116,67140595.45589115,116,47362.0,50.5,-114.25,493269764.55680233,47362,55343074.559574895,0.824286323107355,0.11219636502411628,0.8242863231073558,0.11219636502411623
354,117,50.770621,-114.320651,117,50.773132221619164,-114.3119611191213,117,221712804.42086974,117,46880.0,50.75,-114.5,490682360.6475352,46880,33439103.15865615,0.15082170488980806,0.06814816639124303,0.150821704889808,0.06814816639124302
353,117,50.770621,-114.320651,117,50.773132221619164,-114.3119611191213,117,221712804.42086974,117,46881.0,50.75,-114.25,490682360.64753515,46881,188273701.26221368,0.8491782951101924,0.3836977164081381,0.849178295110192,0.3836977164081382
355,118,50.700271,-114.221129,118,50.69915065074682,-114.22254264667782,118,10932147.225905636,118,46881.0,50.75,-114.25,490682360.64753515,46881,10932147.225905636,1.0,0.02227947874767475,1.0,0.022279478747674754
356,119,50.074338,-114.270421,119,50.07256487702642,-114.26665804359656,119,74794470.44005443,119,48324.0,50.0,-114.25,498415313.3194773,48324,74794470.44005443,1.0,0.1500645514719814,1.0,0.1500645514719814
359,120,50.131364,-114.29295,120,50.13255534537536,-114.29382256064446,120,84615392.90065336,120,47843.0,50.25,-114.25,495847430.9524226,47843,48518168.568483025,0.5733964814823709,0.09784898648217141,0.5733964814823711,0.09784898648217137
358,120,50.131364,-114.29295,120,50.13255534537536,-114.29382256064446,120,84615392.90065336,120,48324.0,50.0,-114.25,498415313.3194773,48324,29442288.5326985,0.347954284952226,0.059071797647249256,0.3479542849522262,0.059071797647249256
360,120,50.131364,-114.29295,120,50.13255534537536,-114.29382256064446,120,84615392.90065336,120,47842.0,50.25,-114.5,495847430.9524226,47842,4964340.768929992,0.05866947606989909,0.01001183117838182,0.05866947606989912,0.010011831178381829
357,120,50.131364,-114.29295,120,50.13255534537536,-114.29382256064446,120,84615392.90065336,120,48323.0,50.0,-114.5,498415313.3194773,48323,1690595.0305418086,0.01997975749550357,0.0033919403865871204,0.01997975749550358,0.0033919403865871195
363,121,50.379407,-114.377967,121,50.381132693006506,-114.38650760006504,121,245270368.304073,121,47362.0,50.5,-114.25,493269764.55680233,47362,100385248.06718831,0.4092840434060754,0.2035098343345317,0.4092840434060756,0.20350983433453163
361,121,50.379407,-114.377967,121,50.381132693006506,-114.38650760006504,121,245270368.304073,121,47843.0,50.25,-114.25,495847430.9524226,47843,4352845.020457609,0.017747129629051586,0.00877859750548001,0.017747129629051596,0.008778597505480006
364,121,50.379407,-114.377967,121,50.381132693006506,-114.38650760006504,121,245270368.304073,121,47361.0,50.5,-114.5,493269764.55680233,47361,35129747.59246497,0.1432286657184491,0.07121812467875195,0.1432286657184492,0.07121812467875197
362,121,50.379407,-114.377967,121,50.381132693006506,-114.38650760006504,121,245270368.304073,121,47842.0,50.25,-114.5,495847430.9524226,47842,105402527.62396199,0.4297401612464234,0.2125704824597055,0.4297401612464236,0.2125704824597057
367,122,50.343585,-114.249191,122,50.350606517058,-114.24209632842245,122,160797207.77479056,122,47362.0,50.5,-114.25,493269764.55680233,47362,66110074.8955169,0.4111394458298641,0.134024178341675,0.4111394458298642,0.13402417834167493
366,122,50.343585,-114.249191,122,50.350606517058,-114.24209632842245,122,160797207.77479056,122,47842.0,50.25,-114.5,495847430.9524226,47842,99110.06750999877,0.0006163668441855683,0.00019988016741284386,0.0006163668441855685,0.00019988016741284405
365,122,50.343585,-114.249191,122,50.350606517058,-114.24209632842245,122,160797207.77479056,122,47843.0,50.25,-114.25,495847430.9524226,47843,94588022.8117636,0.58824418732595,0.19076033656175073,0.5882441873259502,0.19076033656175065
369,123,49.425419,-114.225825,123,49.42527668166054,-114.22798229232785,123,67310386.00157872,123,49767.0,49.25,-114.25,506059794.77061486,49767,3371382.9039102523,0.050087112913468936,0.006662024801710283,0.050087112913468915,0.00836465481322144
370,123,49.425419,-114.225825,123,49.42527668166054,-114.22798229232785,123,67310386.00157872,123,49286.0,49.5,-114.25,503521541.1307602,49286,63939003.0976685,0.9499128870865315,0.12698364990320066,0.9499128870865311,0.1269836499032007
371,124,49.492334,-114.249206,124,49.49283288079721,-114.24731234991512,124,96388049.41330627,124,49286.0,49.5,-114.25,503521541.1307602,49286,95806278.09626287,0.9939642795908361,0.19027245166335954,0.9939642795908362,0.1902724516633596
372,124,49.492334,-114.249206,124,49.49283288079721,-114.24731234991512,124,96388049.41330627,124,49285.0,49.5,-114.5,503521541.1307602,49285,581771.3170433807,0.006035720409163792,0.0011554050214751383,0.006035720409163793,0.001295472677385959
373,125,50.514157,-114.181271,125,50.515450244574886,-114.18368349579208,125,35356024.48423926,125,47362.0,50.5,-114.25,493269764.55680233,47362,35356024.48423926,1.0,0.07167685316371716,1.0,0.07167685316371714
375,126,50.47267,-114.146071,126,50.47287698593783,-114.14474584512361,126,7255189.298017329,126,47363.0,50.5,-114.0,493269764.55680233,47363,10968.987253874355,0.0015118816068482072,2.2237299023851328e-05,0.0015118816068482072,2.2237299023851318e-05
374,126,50.47267,-114.146071,126,50.47287698593783,-114.14474584512361,126,7255189.298017329,126,47362.0,50.5,-114.25,493269764.55680233,47362,7244220.310763454,0.9984881183931518,0.014686122749226906,0.9984881183931518,0.014686122749226899
376,127,49.680899,-114.220666,127,49.690197638433204,-114.2306530794088,127,112232242.004449,127,48805.0,49.75,-114.25,500973365.38724244,48805,110144832.38847005,0.9814009808705756,0.21986165333027294,0.9814009808705756,0.2198592163671292
377,127,49.680899,-114.220666,127,49.690197638433204,-114.2306530794088,127,112232242.004449,127,49286.0,49.5,-114.25,503521541.1307602,49286,2087409.6159789409,0.018599019129424448,0.00414562128025593,0.018599019129424448,0.004145621280255932
379,128,49.727181,-114.217386,128,49.74725677997981,-114.2488447917617,128,128807525.3815824,128,48806.0,49.75,-114.0,500973365.38724244,48806,5319018.662366769,0.04129431604721529,0.010617368167378068,0.041294316047215354,0.010617368167378073
380,128,49.727181,-114.217386,128,49.74725677997981,-114.2488447917617,128,128807525.3815824,128,49287.0,49.5,-114.0,503521541.1307602,49287,619489.5881923315,0.004809420772250233,0.001230313973859274,0.00480942077225024,0.0012303139738592743
378,128,49.727181,-114.217386,128,49.74725677997981,-114.2488447917617,128,128807525.3815824,128,48805.0,49.75,-114.25,500973365.38724244,48805,122366727.5917698,0.949996727514699,0.2442579507139721,0.9499967275147003,0.24425524334042864
381,128,49.727181,-114.217386,128,49.74725677997981,-114.2488447917617,128,128807525.3815824,128,49286.0,49.5,-114.25,503521541.1307602,49286,502289.5392532942,0.0038995356658339643,0.0009975532290541148,0.00389953566583397,0.0009975532290541153
382,129,49.607153,-114.312564,129,49.60333111999016,-114.30940889253155,129,335995908.4495292,129,48804.0,49.75,-114.5,500973365.38724244,48804,33959499.316601865,0.1010711692094995,0.06778703552503604,0.10107116920949961,0.067787035525036
385,129,49.607153,-114.312564,129,49.60333111999016,-114.30940889253155,129,335995908.4495292,129,49287.0,49.5,-114.0,503521541.1307602,49287,100492.07873766238,0.00029908720972641713,0.00019957850961447834,0.00029908720972641746,0.00019957850961447836
383,129,49.607153,-114.312564,129,49.60333111999016,-114.30940889253155,129,335995908.4495292,129,48805.0,49.75,-114.25,500973365.38724244,48805,81093178.60474372,0.24135168484328415,0.16187123748996177,0.24135168484328443,0.16186944329695988
386,129,49.607153,-114.312564,129,49.60333111999016,-114.30940889253155,129,335995908.4495292,129,49286.0,49.5,-114.25,503521541.1307602,49286,175136604.85849452,0.521246242749418,0.34782346047239526,0.5212462427494186,0.3478234604723954
387,129,49.607153,-114.312564,129,49.60333111999016,-114.30940889253155,129,335995908.4495292,129,49285.0,49.5,-114.5,503521541.1307602,49285,45706133.59095106,0.13603181598807088,0.09077294585710996,0.13603181598807101,0.10177718550468606
389,130,49.914672,-114.122448,130,49.91477939984689,-114.12190728086523,130,214405614.97405565,130,48806.0,49.75,-114.0,500973365.38724244,48806,40442150.76292142,0.18862449459551311,0.08072714750346148,0.18862449459551342,0.08072714750346152
388,130,49.914672,-114.122448,130,49.91477939984689,-114.12190728086523,130,214405614.97405565,130,48805.0,49.75,-114.25,500973365.38724244,48805,17057437.9109967,0.07955686194627297,0.03404859237938057,0.0795568619462731,0.034048214982215275
391,130,49.914672,-114.122448,130,49.91477939984689,-114.12190728086523,130,214405614.97405565,130,48324.0,50.0,-114.25,498415313.3194773,48324,87195833.26871869,0.40668633272160293,0.17494613616100388,0.40668633272160354,0.17494613616100388
390,130,49.914672,-114.122448,130,49.91477939984689,-114.12190728086523,130,214405614.97405565,130,48325.0,50.0,-114.0,498415313.3194773,48325,69710193.03141849,0.32513231073660936,0.1398636662407987,0.32513231073660986,0.13986366624079868
392,131,49.882706,-114.269144,131,49.8824886896952,-114.26743083321534,131,310796378.016006,131,48804.0,49.75,-114.5,500973365.38724244,48804,5008580.501364205,0.016115311681998635,0.00999769817601515,0.016115311681998607,0.009997698176015143
394,131,49.882706,-114.269144,131,49.8824886896952,-114.26743083321534,131,310796378.016006,131,48806.0,49.75,-114.0,500973365.38724244,48806,472708.39656645956,0.0015209585117562572,0.0009435798971090316,0.0015209585117562545,0.0009435798971090321
397,131,49.882706,-114.269144,131,49.8824886896952,-114.26743083321534,131,310796378.016006,131,48324.0,50.0,-114.25,498415313.3194773,48324,150895438.65633258,0.48551221741896067,0.3027504063857097,0.4855122174189598,0.3027504063857097
393,131,49.882706,-114.269144,131,49.8824886896952,-114.26743083321534,131,310796378.016006,131,48805.0,49.75,-114.25,500973365.38724244,48805,141929759.93895978,0.45666478111804254,0.28330799548445235,0.4566647811180417,0.2833048552772681
396,131,49.882706,-114.269144,131,49.8824886896952,-114.26743083321534,131,310796378.016006,131,48323.0,50.0,-114.5,498415313.3194773,48323,12489890.522783518,0.040186731269243714,0.02505920301605515,0.040186731269243645,0.025059203016055142
399,132,49.363071,-114.16489,132,49.35676068834951,-114.1729921450539,132,190247375.7842435,132,49767.0,49.25,-114.25,506059794.77061486,49767,109460297.87196851,0.575357727909507,0.216299138961601,0.5753577279095077,0.27157924019531293
398,132,49.363071,-114.16489,132,49.35676068834951,-114.1729921450539,132,190247375.7842435,132,49768.0,49.25,-114.0,506059794.77061486,49768,13725050.038938487,0.072143176652822,0.02712139984398431,0.07214317665282208,0.027121399843984303
401,132,49.363071,-114.16489,132,49.35676068834951,-114.1729921450539,132,190247375.7842435,132,49286.0,49.5,-114.25,503521541.1307602,49286,53412990.957720935,0.2807554676512109,0.10607885977980443,0.28075546765121123,0.10607885977980447
400,132,49.363071,-114.16489,132,49.35676068834951,-114.1729921450539,132,190247375.7842435,132,49287.0,49.5,-114.0,503521541.1307602,49287,13649036.915615357,0.071743627786459,0.027107155902334715,0.07174362778645908,0.027107155902334718
402,133,50.225176,-114.262255,133,50.21544452828633,-114.23954257537844,133,368254493.98053855,133,47843.0,50.25,-114.25,495847430.9524226,47843,214617880.41003633,0.5827977225483049,0.4328304777092397,0.5827977225483041,0.43283047770923955
404,133,50.225176,-114.262255,133,50.21544452828633,-114.23954257537844,133,368254493.98053855,133,47842.0,50.25,-114.5,495847430.9524226,47842,75116135.66600516,0.2039788703025981,0.1514904201917962,0.20397887030259781,0.15149042019179634
403,133,50.225176,-114.262255,133,50.21544452828633,-114.23954257537844,133,368254493.98053855,133,47844.0,50.25,-114.0,495847430.9524226,47844,78520477.90449758,0.2132234071490984,0.15835612529780707,0.21322340714909813,0.1583561252978071
406,134,50.0868,-114.142016,134,50.08930479933649,-114.14001337978031,134,119488305.74359526,134,48324.0,50.0,-114.25,498415313.3194773,48324,66315762.01570973,0.5549979272282413,0.13305321936046183,0.5549979272282416,0.13305321936046183
407,134,50.0868,-114.142016,134,50.08930479933649,-114.14001337978031,134,119488305.74359526,134,47843.0,50.25,-114.25,495847430.9524226,47843,12104182.902518013,0.1013001467147074,0.024411103389742943,0.10130014671470747,0.024411103389742932
405,134,50.0868,-114.142016,134,50.08930479933649,-114.14001337978031,134,119488305.74359526,134,48325.0,50.0,-114.0,498415313.3194773,48325,24391603.949310854,0.20413381709212391,0.048938311679994816,0.20413381709212405,0.0489383116799948
408,134,50.0868,-114.142016,134,50.08930479933649,-114.14001337978031,134,119488305.74359526,134,47844.0,50.25,-114.0,495847430.9524226,47844,16676756.87605659,0.13956810896492677,0.03363283912558327,0.13956810896492686,0.03363283912558328
411,135,49.743159,-114.054774,135,49.7461022937532,-114.05739162459429,135,230649819.31735423,135,48325.0,50.0,-114.0,498415313.3194773,48325,1232466.7075664182,0.005343454034406376,0.0024727705482363942,0.005343454034406377,0.002472770548236394
413,135,49.743159,-114.054774,135,49.7461022937532,-114.05739162459429,135,230649819.31735423,135,49287.0,49.5,-114.0,503521541.1307602,49287,4108037.065279634,0.01781071009480103,0.00815861235261991,0.017810710094801032,0.008158612352619912
409,135,49.743159,-114.054774,135,49.7461022937532,-114.05739162459429,135,230649819.31735423,135,48805.0,49.75,-114.25,500973365.38724244,48805,16308324.620853724,0.07070599348016345,0.03255327677599729,0.07070599348016346,0.0325529159530229
410,135,49.743159,-114.054774,135,49.7461022937532,-114.05739162459429,135,230649819.31735423,135,48806.0,49.75,-114.0,500973365.38724244,48806,209000990.9236544,0.906139842390629,0.41718982557505985,0.9061398423906291,0.41718982557506
418,136,49.592675,-114.117807,136,49.58958834203668,-114.11875695020295,136,45547625.61344932,136,49286.0,49.5,-114.25,503521541.1307602,49286,18113640.720731847,0.39768572953632175,0.03597391420445285,0.3976857295363216,0.03597391420445287
416,136,49.592675,-114.117807,136,49.58958834203668,-114.11875695020295,136,45547625.61344932,136,48806.0,49.75,-114.0,500973365.38724244,48806,4664595.27101836,0.10241138167344987,0.009311064406413544,0.10241138167344983,0.009311064406413548
417,136,49.592675,-114.117807,136,49.58958834203668,-114.11875695020295,136,45547625.61344932,136,49287.0,49.5,-114.0,503521541.1307602,49287,22769389.621699132,0.4999028887902288,0.04522028902788514,0.4999028887902286,0.04522028902788515
420,137,51.243911,-114.222788,137,51.24402715517014,-114.23031119628732,137,322076279.8250016,137,45920.0,51.25,-114.0,485478527.57157993,45920,19781701.1504562,0.06141930464796874,0.0407468096465699,0.06141930464796867,0.05099854415873018
419,137,51.243911,-114.222788,137,51.24402715517014,-114.23031119628732,137,322076279.8250016,137,45919.0,51.25,-114.25,485478527.57157993,45919,292135396.9927655,0.9070379139733472,0.6017473078656242,0.9070379139733462,0.6267011279169273
421,137,51.243911,-114.222788,137,51.24402715517014,-114.23031119628732,137,322076279.8250016,137,45918.0,51.25,-114.5,485478527.5715798,45918,3153264.7399002817,0.009790428347016399,0.0064951682944110415,0.009790428347016388,0.0073792940547152495
422,137,51.243911,-114.222788,137,51.24402715517014,-114.23031119628732,137,322076279.8250016,137,45438.0,51.5,-114.25,482862192.65585667,45438,4025429.91468683,0.01249837435055455,0.008336601986885761,0.012498374350554536,0.054283757916485584
427,137,51.243911,-114.222788,137,51.24402715517014,-114.23031119628732,137,322076279.8250016,137,46400.0,51.0,-114.25,488085265.9844974,46400,221769.49688809348,0.0006885620294937297,0.0004543663010207264,0.000688562029493729,0.00045436630102072684
425,137,51.243911,-114.222788,137,51.24402715517014,-114.23031119628732,137,322076279.8250016,137,46401.0,51.0,-114.0,488085265.9844974,46401,2758717.5303050764,0.008565416651620575,0.005652122124073089,0.008565416651620566,0.005718166866229731
428,138,51.241708,-114.037579,138,51.25017167353333,-114.03084611566783,138,359209944.8995996,138,45919.0,51.25,-114.25,485478527.57157993,45919,38016363.70756504,0.10583327173247038,0.0783069930975677,0.10583327173247042,0.08155430071153329
429,138,51.241708,-114.037579,138,51.25017167353333,-114.03084611566783,138,359209944.8995996,138,45920.0,51.25,-114.0,485478527.57157993,45920,321193581.1920344,0.8941667282675292,0.6616020337679651,0.8941667282675296,0.8280584621785619
430,139,51.053074,-114.047664,139,51.05228422776954,-114.04750744285724,139,606718.0575787382,139,46401.0,51.0,-114.0,488085265.9844974,46401,606718.0575787383,1.0000000000000002,0.0012430575144589775,1.0,0.0012575825744676168
432,140,51.027007,-114.082184,140,51.024231193578586,-114.08712282438098,140,11095500.26722791,140,46400.0,51.0,-114.25,488085265.9844974,46400,178880.64072499628,0.016121908559034955,0.00036649465409324173,0.016121908559034955,0.0003664946540932421
431,140,51.027007,-114.082184,140,51.024231193578586,-114.08712282438098,140,11095500.26722791,140,46401.0,51.0,-114.0,488085265.9844974,46401,10916619.626502914,0.983878091440965,0.02236621424021771,0.983878091440965,0.02262756224722979
436,141,51.381484,-114.14875,141,51.383861721971584,-114.15357662290243,141,67384792.20653489,141,45439.0,51.5,-114.0,482862192.65585667,45439,2829313.945744983,0.04198742554659981,0.00585946464390406,0.041987425546599885,0.037515863356021785
434,141,51.381484,-114.14875,141,51.383861721971584,-114.15357662290243,141,67384792.20653489,141,45920.0,51.25,-114.0,485478527.57157993,45920,16113044.271326657,0.2391198925410359,0.033190024596815804,0.23911989254103633,0.0415405021819307
435,141,51.381484,-114.14875,141,51.383861721971584,-114.15357662290243,141,67384792.20653489,141,45438.0,51.5,-114.25,482862192.65585667,45438,36238198.111428425,0.5377800676502508,0.07504873784404145,0.5377800676502518,0.48867962312131463
433,141,51.381484,-114.14875,141,51.383861721971584,-114.15357662290243,141,67384792.20653489,141,45919.0,51.25,-114.25,485478527.57157993,45919,12204235.878034703,0.18111261426211167,0.025138569854122512,0.181112614262112,0.026181039575693694
440,142,51.101931,-114.048315,142,51.101303040858305,-114.04493250814528,142,95467764.1414643,142,46400.0,51.0,-114.25,488085265.9844974,46400,10547272.734300736,0.11047993874321567,0.021609488073823024,0.11047993874321564,0.021609488073823045
437,142,51.101931,-114.048315,142,51.101303040858305,-114.04493250814528,142,95467764.1414643,142,45919.0,51.25,-114.25,485478527.57157993,45919,259608.2459781962,0.0027193288573670615,0.0005347471231668821,0.002719328857367061,0.0005569225169078013
439,142,51.101931,-114.048315,142,51.101303040858305,-114.04493250814528,142,95467764.1414643,142,46401.0,51.0,-114.0,488085265.9844974,46401,70688561.71705689,0.7404442992119357,0.14482830489560833,0.7404442992119356,0.14652061582659032
438,142,51.101931,-114.048315,142,51.101303040858305,-114.04493250814528,142,95467764.1414643,142,45920.0,51.25,-114.0,485478527.57157993,45920,13972321.444128491,0.14635643318748182,0.02878051376241019,0.1463564331874818,0.03602157603881941
442,143,51.417297,-114.081769,143,51.41812072716432,-114.08588316691419,143,123305773.4786005,143,45920.0,51.25,-114.0,485478527.57157993,45920,16826917.69073012,0.13646496198858363,0.03466047772473135,0.1364649619885836,0.04338091544195771
444,143,51.417297,-114.081769,143,51.41812072716432,-114.08588316691419,143,123305773.4786005,143,45439.0,51.5,-114.0,482862192.65585667,45439,72587155.05285108,0.5886760449659598,0.1503268554814874,0.5886760449659597,0.9624841366439782
443,143,51.417297,-114.081769,143,51.41812072716432,-114.08588316691419,143,123305773.4786005,143,45438.0,51.5,-114.25,482862192.65585667,45438,33891700.73501932,0.27485899304545675,0.07018917871495989,0.2748589930454567,0.45703661896219977
450,144,50.931354,-114.18082,144,50.92871483997239,-114.2021012812279,144,217158738.29026344,144,46400.0,51.0,-114.25,488085265.9844974,46400,153918243.77810308,0.7087821792939758,0.31535113740350407,0.7087821792939758,0.3153511374035044
449,144,50.931354,-114.18082,144,50.92871483997239,-114.2021012812279,144,217158738.29026344,144,46399.0,51.0,-114.5,488085265.98449737,46399,1678510.8121694834,0.0077294186979752835,0.0034389704609989117,0.0077294186979752835,0.0034389704609989117
445,144,50.931354,-114.18082,144,50.92871483997239,-114.2021012812279,144,217158738.29026344,144,46881.0,50.75,-114.25,490682360.64753515,46881,3300933.464320465,0.01520055554894733,0.00672723074855258,0.01520055554894733,0.006727230748552582
448,144,50.931354,-114.18082,144,50.92871483997239,-114.2021012812279,144,217158738.29026344,144,46401.0,51.0,-114.0,488085265.9844974,46401,58261050.23567044,0.26828784645910164,0.1193665416597946,0.26828784645910164,0.12076133326071813
451,145,50.986832,-114.014406,145,50.98870738099497,-114.01556299610107,145,81030861.78327304,145,46401.0,51.0,-114.0,488085265.9844974,46401,81030861.78327306,1.0000000000000002,0.1660178403866155,1.0,0.16795774989689252
452,146,49.618617,-114.02293,146,49.61590784056987,-114.02591452887424,146,17386605.874203045,146,48806.0,49.75,-114.0,500973365.38724244,48806,6164997.415411542,0.3545831463608839,0.012306038287377058,0.35458314636088384,0.012306038287377063
453,146,49.618617,-114.02293,146,49.61590784056987,-114.02591452887424,146,17386605.874203045,146,49287.0,49.5,-114.0,503521541.1307602,49287,11221608.458791507,0.6454168536391164,0.022286253004372165,0.6454168536391163,0.022286253004372168
454,147,49.508855,-114.075754,147,49.5220171784213,-114.06981654718622,147,151447902.4760375,147,49287.0,49.5,-114.0,503521541.1307602,49287,134057705.90076514,0.8851737376948889,0.266240259750777,0.8851737376948885,0.26624025975077703
455,147,49.508855,-114.075754,147,49.5220171784213,-114.06981654718622,147,151447902.4760375,147,49286.0,49.5,-114.25,503521541.1307602,49286,17390196.57527244,0.11482626230511159,0.03453714519585242,0.11482626230511153,0.03453714519585244
459,148,50.426193,-114.068082,148,50.42660764328456,-114.07006049893664,148,133683931.02423742,148,47363.0,50.5,-114.0,493269764.55680233,47363,104924755.768418,0.784871861296439,0.21271272497857593,0.7848718612964382,0.21271272497857585
456,148,50.426193,-114.068082,148,50.42660764328456,-114.07006049893664,148,133683931.02423742,148,47843.0,50.25,-114.25,495847430.9524226,47843,5012155.359155821,0.03749257910621358,0.01010826122367617,0.037492579106213536,0.010108261223676165
458,148,50.426193,-114.068082,148,50.42660764328456,-114.07006049893664,148,133683931.02423742,148,47362.0,50.5,-114.25,493269764.55680233,47362,19729669.25717458,0.14758444867691325,0.03999772675080031,0.1475844486769131,0.03999772675080029
457,148,50.426193,-114.068082,148,50.42660764328456,-114.07006049893664,148,133683931.02423742,148,47844.0,50.25,-114.0,495847430.9524226,47844,4017350.6394891622,0.03005111092043516,0.008101989419956546,0.030051110920435126,0.008101989419956547
463,149,50.330781,-114.056254,149,50.32605152191097,-114.0601410067332,149,236910410.00961617,149,47363.0,50.5,-114.0,493269764.55680233,47363,32005964.388287246,0.135097332307973,0.06488531567922932,0.13509733230797308,0.0648853156792293
461,149,50.330781,-114.056254,149,50.32605152191097,-114.0601410067332,149,236910410.00961617,149,47844.0,50.25,-114.0,495847430.9524226,47844,153695014.62145272,0.6487474088420777,0.3099643257730219,0.6487474088420782,0.30996432577302196
460,149,50.330781,-114.056254,149,50.32605152191097,-114.0601410067332,149,236910410.00961617,149,47843.0,50.25,-114.25,495847430.9524226,47843,51209430.99987603,0.21615525884994857,0.10327658832781098,0.2161552588499487,0.10327658832781093
465,150,50.879804,-114.004561,150,50.88193496513849,-114.00618717339437,150,21344936.326220453,150,46401.0,51.0,-114.0,488085265.9844974,46401,14318364.287145982,0.6708084797403251,0.02933578471840361,0.6708084797403248,0.02967857178052985
464,150,50.879804,-114.004561,150,50.88193496513849,-114.00618717339437,150,21344936.326220453,150,46882.0,50.75,-114.0,490682360.64753515,46882,7026572.03907448,0.3291915202596753,0.014320001293304645,0.32919152025967513,0.014319842524500692
469,151,50.842871,-114.110971,151,50.84238305620683,-114.116825792632,151,201684713.6271306,151,46400.0,51.0,-114.25,488085265.9844974,46400,13737249.432344718,0.06811249690317028,0.028145183617939905,0.06811249690317019,0.028145183617939933
466,151,50.842871,-114.110971,151,50.84238305620683,-114.116825792632,151,201684713.6271306,151,46881.0,50.75,-114.25,490682360.64753515,46881,80005126.66602306,0.39668413746980563,0.16304871151358138,0.3966841374698051,0.1630487115135814
468,151,50.842871,-114.110971,151,50.84238305620683,-114.116825792632,151,201684713.6271306,151,46401.0,51.0,-114.0,488085265.9844974,46401,16949597.42397858,0.08404006986525786,0.0347267139682863,0.08404006986525775,0.03513249374792244
467,151,50.842871,-114.110971,151,50.84238305620683,-114.116825792632,151,201684713.6271306,151,46882.0,50.75,-114.0,490682360.64753515,46882,90992740.1047845,0.4511632957617675,0.18544122919907857,0.4511632957617669,0.18543917317397351
470,152,50.025441,-114.039026,152,50.024472313072124,-114.03410502269351,152,117660977.35160534,152,48325.0,50.0,-114.0,498415313.3194773,48325,114828560.19671737,0.9759273021638781,0.23038730377674782,0.9759273021638779,0.23038730377674776
471,152,50.025441,-114.039026,152,50.024472313072124,-114.03410502269351,152,117660977.35160534,152,48324.0,50.0,-114.25,498415313.3194773,48324,2832417.1548880055,0.024072697836122134,0.005682845368501881,0.024072697836122127,0.005682845368501881
472,153,49.045999,-114.014703,153,49.05258990428099,-114.00731530862396,153,79841257.91649894,153,50249.0,49.0,-114.0,508588080.77324784,50249,79841257.91649894,1.0,0.1569860972658065,1.0,0.2063115778768234
475,154,48.923582,-113.937721,154,48.94101686590041,-113.93628203178774,154,296380827.13735104,154,50249.0,49.0,-114.0,508588080.77324784,50249,205600950.0711537,0.6937052982036269,0.4042582943716688,0.6937052982036273,0.5312774063068486
473,154,48.923582,-113.937721,154,48.94101686590041,-113.93628203178774,154,296380827.13735104,154,50730.0,48.75,-114.0,511106353.85228175,50730,43778074.81463163,0.14770886240338235,0.08565355230798838,0.1477088624033824,0.9994826468058062
474,154,48.923582,-113.937721,154,48.94101686590041,-113.93628203178774,154,296380827.13735104,154,50731.0,48.75,-113.75,511106353.8523212,50731,3624816.548290921,0.01223026665827841,0.007092098388074967,0.012230266658278414,0.013341689728539064
476,154,48.923582,-113.937721,154,48.94101686590041,-113.93628203178774,154,296380827.13735104,154,50250.0,49.0,-113.75,508588080.77328706,50250,43376985.70327467,0.14635557273471195,0.08528903319425371,0.146355572734712,0.08528714008662447
479,155,49.389603,-114.041436,155,49.37971931195369,-114.04606193569717,155,167418009.64541766,155,49287.0,49.5,-114.0,503521541.1307602,49287,93325560.65172543,0.5574403903700919,0.18534571617759166,0.5574403903700912,0.18534571617759169
